"","Lead.Number","Lead.Origin","Lead.Source","Do.Not.Email","Converted","TotalVisits","Total.Time.Spent.on.Website","Page.Views.Per.Visit","Last.Activity","What.is.your.current.occupation","City","A.free.copy.of.Mastering.The.Interview","Last.Notable.Activity","total_answered"
"8561","584394","API","Google","No","0",2,455,1,"Page Visited on Website","Unemployed","Thane & Outskirts","No","Modified","2"
"8562","584390","Landing Page Submission","Direct Traffic","No","0",2,263,2,"Email Opened","Unemployed","Mumbai","Yes","Modified","3"
"8563","584385","API","Organic Search","No","1",9,1573,4.5,"Form Submitted on Website","Unemployed","Other Metro Cities","Yes","Modified","3"
"8564","584379","Landing Page Submission","Organic Search","No","0",2,1449,2,"Converted to Lead","Unemployed","Tier II Cities","No","Modified","3"
"8565","584366","API","Organic Search","No","1",6,592,3,"SMS Sent","Unemployed","Mumbai","No","SMS Sent","2"
"8566","584357","API","Olark Chat","No","0",0,0,0,"Email Opened","Unemployed","Thane & Outskirts","No","Email Opened","2"
"8567","584352","API","Google","No","1",4,678,2,"Email Opened","Unemployed","Other Cities","No","Email Opened","2"
"8568","584347","API","Olark Chat","Yes","1",0,0,0,"SMS Sent","Unemployed","Mumbai","No","SMS Sent","2"
"8569","584341","Landing Page Submission","Organic Search","No","1",6,1030,6,"SMS Sent","Working Professional","Mumbai","Yes","SMS Sent","3"
"8570","584340","API","Organic Search","No","0",6,45,3,"Olark Chat Conversation","Unemployed","Thane & Outskirts","No","Modified","2"
"8571","584335","Landing Page Submission","Google","No","1",4,234,4,"Unreachable","Working Professional","Mumbai","No","Unreachable","4"
"8572","584327","API","Organic Search","No","1",2,1580,2,"Unreachable","Businessman","Mumbai","No","Unreachable","2"
"8573","584324","Landing Page Submission","Google","No","0",4,1106,4,"Form Submitted on Website","Unemployed","Mumbai","No","Modified","4"
"8574","584323","Landing Page Submission","Direct Traffic","No","0",17,380,2.83,"Page Visited on Website","Unemployed","Mumbai","Yes","Page Visited on Website","3"
"8575","584310","Landing Page Submission","Google","No","1",3,401,3,"SMS Sent","Unemployed","Other Cities of Maharashtra","No","SMS Sent","4"
"8576","584303","API","Google","No","0",4,45,2,"Olark Chat Conversation","Unemployed","Mumbai","No","Modified","0"
"8577","584301","Landing Page Submission","Google","No","1",3,535,3,"SMS Sent","Working Professional","Mumbai","No","SMS Sent","4"
"8578","584299","Landing Page Submission","Direct Traffic","No","0",3,1419,3,"SMS Sent","Unemployed","Mumbai","Yes","Modified","3"
"8579","584298","Landing Page Submission","Google","No","1",8,1232,4,"Email Opened","Unemployed","Mumbai","No","Email Opened","4"
"8580","584292","Landing Page Submission","Google","No","0",6,195,2,"SMS Sent","Unemployed","Thane & Outskirts","No","Modified","2"
"8581","584286","API","Olark Chat","No","1",0,0,0,"Olark Chat Conversation","Unemployed","Thane & Outskirts","No","Modified","2"
"8582","584278","Lead Add Form","Welingak Website","No","1",0,0,0,"Email Opened","Unemployed","Mumbai","No","Email Opened","2"
"8583","584277","API","Google","No","1",6,565,6,"SMS Sent","Unemployed","Mumbai","No","Modified","2"
"8584","584274","Landing Page Submission","Google","No","1",5,1538,2.5,"Email Opened","Unemployed","Thane & Outskirts","No","Email Opened","4"
"8585","584266","Landing Page Submission","Organic Search","No","0",6,68,6,"Email Opened","Unemployed","Other Cities of Maharashtra","Yes","Email Opened","3"
"8586","584265","API","Olark Chat","No","0",0,0,0,"Olark Chat Conversation","Unemployed","Thane & Outskirts","No","Modified","0"
"8587","584248","Landing Page Submission","Organic Search","Yes","0",4,348,4,"Email Bounced","Unemployed","Other Cities of Maharashtra","Yes","Modified","1"
"8588","584241","API","Google","No","1",2,1163,2,"SMS Sent","Unemployed","Mumbai","No","SMS Sent","2"
"8589","584237","API","Olark Chat","No","0",0,0,0,"Email Opened","Unemployed","Thane & Outskirts","No","Email Opened","2"
"8590","584235","Landing Page Submission","Direct Traffic","No","0",1,432,1,"Converted to Lead","Student","Mumbai","No","Modified","1"
"8591","584219","API","Google","No","0",1,360,1,"Converted to Lead","Unemployed","Mumbai","No","Modified","0"
"8592","584202","API","Olark Chat","No","1",4,1137,1.33,"Unreachable","Working Professional","Other Metro Cities","Yes","Unreachable","3"
"8593","584198","Lead Add Form","Welingak Website","Yes","1",0,0,0,"SMS Sent","Unemployed","Mumbai","No","SMS Sent","2"
"8594","584197","API","Organic Search","No","0",6,371,3,"Email Opened","Unemployed","Thane & Outskirts","No","Modified","0"
"8595","584186","Landing Page Submission","Google","No","1",7,1478,2.33,"SMS Sent","Working Professional","Mumbai","Yes","SMS Sent","3"
"8596","584185","Landing Page Submission","Direct Traffic","No","0",2,252,2,"SMS Sent","Unemployed","Thane & Outskirts","Yes","Modified","3"
"8597","584182","Landing Page Submission","Direct Traffic","No","0",2,1381,2,"Email Opened","Working Professional","Other Metro Cities","Yes","Modified","3"
"8598","584160","Landing Page Submission","Google","No","1",8,1342,2.67,"SMS Sent","Working Professional","Mumbai","No","SMS Sent","4"
"8599","584152","API","Olark Chat","No","0",0,0,0,"Olark Chat Conversation","Unemployed","Thane & Outskirts","No","Modified","0"
"8600","584115","Landing Page Submission","Direct Traffic","No","1",15,1040,3,"Email Opened","Unemployed","Mumbai","Yes","Email Opened","3"
"8601","584110","Landing Page Submission","Direct Traffic","No","0",3,173,3,"SMS Sent","Unemployed","Mumbai","Yes","SMS Sent","3"
"8602","584098","API","Google","No","1",5,1670,1,"SMS Sent","Unemployed","Mumbai","No","SMS Sent","0"
"8603","584094","Landing Page Submission","Google","No","0",2,1692,2,"SMS Sent","Unemployed","Mumbai","No","Modified","2"
"8604","584084","API","Olark Chat","No","0",0,0,0,"Email Opened","Unemployed","Thane & Outskirts","No","Email Opened","2"
"8605","584076","Landing Page Submission","Google","No","0",20,165,5,"SMS Sent","Unemployed","Mumbai","Yes","SMS Sent","3"
"8606","584063","Landing Page Submission","Direct Traffic","No","0",2,182,2,"Email Opened","Unemployed","Other Cities of Maharashtra","No","Email Opened","4"
"8607","584061","Landing Page Submission","Organic Search","No","0",4,114,4,"Page Visited on Website","Unemployed","Mumbai","Yes","Modified","3"
"8608","584059","Landing Page Submission","Direct Traffic","No","0",4,411,4,"Email Opened","Unemployed","Mumbai","Yes","Modified","1"
"8609","584056","Landing Page Submission","Organic Search","No","0",6,136,3,"SMS Sent","Unemployed","Other Cities of Maharashtra","No","SMS Sent","3"
"8610","584055","Landing Page Submission","Organic Search","No","0",8,203,8,"Email Opened","Unemployed","Thane & Outskirts","Yes","Email Opened","3"
"8611","584037","API","Google","No","0",4,1534,4,"Page Visited on Website","Student","Other Metro Cities","No","Modified","3"
"8612","584032","Landing Page Submission","Direct Traffic","No","0",2,389,2,"Email Opened","Unemployed","Other Cities of Maharashtra","Yes","Email Opened","3"
"8613","584027","API","Olark Chat","No","0",0,0,0,"Olark Chat Conversation","Unemployed","Thane & Outskirts","No","Modified","2"
"8614","584024","Landing Page Submission","Direct Traffic","No","0",4,859,4,"Email Opened","Unemployed","Mumbai","Yes","Email Opened","3"
"8615","584023","API","Google","Yes","0",2,269,2,"Olark Chat Conversation","Unemployed","Mumbai","No","Modified","2"
"8616","584008","Landing Page Submission","Direct Traffic","Yes","0",2,267,2,"SMS Sent","Unemployed","Mumbai","No","SMS Sent","3"
"8617","584000","Landing Page Submission","Direct Traffic","No","0",5,131,2.5,"Page Visited on Website","Unemployed","Mumbai","No","Modified","2"
"8618","583981","Landing Page Submission","Direct Traffic","No","1",2,1239,2,"SMS Sent","Unemployed","Other Cities of Maharashtra","Yes","Modified","3"
"8619","583972","Landing Page Submission","Organic Search","No","0",7,69,7,"Email Opened","Unemployed","Other Cities","Yes","Email Opened","3"
"8620","583969","Landing Page Submission","Organic Search","No","0",18,264,6,"SMS Sent","Unemployed","Thane & Outskirts","Yes","SMS Sent","3"
"8621","583960","API","Olark Chat","No","1",2,1122,1,"Form Submitted on Website","Working Professional","Mumbai","Yes","Modified","3"
"8622","583957","API","Olark Chat","No","1",0,0,0,"SMS Sent","Unemployed","Other Metro Cities","No","SMS Sent","3"
"8623","583946","Landing Page Submission","Direct Traffic","No","1",2,129,2,"Email Opened","Unemployed","Mumbai","Yes","Email Opened","1"
"8624","583940","API","Direct Traffic","No","1",8,1271,8,"SMS Sent","Unemployed","Other Cities of Maharashtra","No","SMS Sent","3"
"8625","583931","Landing Page Submission","Google","No","1",27,573,1.93,"Page Visited on Website","Unemployed","Mumbai","Yes","Page Visited on Website","3"
"8626","583924","Landing Page Submission","Direct Traffic","No","1",3,1353,3,"Email Opened","Student","Mumbai","Yes","Modified","3"
"8627","583921","Landing Page Submission","Direct Traffic","No","0",2,122,2,"SMS Sent","Unemployed","Mumbai","Yes","SMS Sent","3"
"8628","583891","Landing Page Submission","Direct Traffic","Yes","0",2,191,2,"SMS Sent","Unemployed","Mumbai","No","SMS Sent","3"
"8629","583887","Landing Page Submission","Direct Traffic","Yes","0",3,40,3,"SMS Sent","Unemployed","Mumbai","Yes","SMS Sent","3"
"8630","583875","API","Olark Chat","No","0",0,0,0,"Email Link Clicked","Unemployed","Mumbai","No","Modified","0"
"8631","583847","Landing Page Submission","Direct Traffic","No","0",2,306,2,"Email Link Clicked","Unemployed","Other Cities","Yes","Email Link Clicked","3"
"8632","583845","API","Organic Search","No","0",5,903,5,"SMS Sent","Unemployed","Mumbai","No","Modified","2"
"8633","583831","API","Olark Chat","No","0",0,0,0,"SMS Sent","Unemployed","Mumbai","No","SMS Sent","0"
"8634","583824","Landing Page Submission","Direct Traffic","Yes","0",1,341,1,"Email Bounced","Unemployed","Mumbai","No","Modified","3"
"8635","583823","Landing Page Submission","Organic Search","Yes","0",3,146,3,"Email Bounced","Unemployed","Thane & Outskirts","Yes","Modified","3"
"8636","583811","Landing Page Submission","Google","No","1",9,665,2.25,"SMS Sent","Unemployed","Thane & Outskirts","No","SMS Sent","2"
"8637","583809","Landing Page Submission","Organic Search","Yes","0",7,315,2.33,"Unsubscribed","Unemployed","Other Cities","Yes","Unsubscribed","3"
"8638","583802","API","Google","No","0",1,73,1,"Converted to Lead","Unemployed","Mumbai","No","Modified","0"
"8639","583789","Landing Page Submission","Direct Traffic","No","1",4,141,4,"Olark Chat Conversation","Unemployed","Mumbai","No","Modified","4"
"8640","583781","Landing Page Submission","Google","No","0",5,191,5,"Email Opened","Unemployed","Thane & Outskirts","No","Email Opened","2"
"8641","583774","Landing Page Submission","Organic Search","No","0",15,1042,15,"SMS Sent","Unemployed","Mumbai","Yes","SMS Sent","3"
"8642","583761","Lead Add Form","Welingak Website","No","1",0,0,0,"Email Opened","Unemployed","Mumbai","No","Email Opened","2"
"8643","583760","Landing Page Submission","Google","No","1",4,417,4,"Form Submitted on Website","Working Professional","Mumbai","No","Modified","4"
"8644","583755","API","Olark Chat","No","0",0,0,0,"Olark Chat Conversation","Unemployed","Thane & Outskirts","No","Modified","2"
"8645","583752","Landing Page Submission","Direct Traffic","No","0",4,266,4,"SMS Sent","Unemployed","Mumbai","Yes","Modified","1"
"8646","583745","Landing Page Submission","Direct Traffic","No","1",2,1635,2,"Page Visited on Website","Unemployed","Mumbai","Yes","Modified","3"
"8647","583743","Landing Page Submission","Direct Traffic","No","1",7,1014,3.5,"Email Opened","Unemployed","Mumbai","Yes","Email Opened","3"
"8648","583741","Landing Page Submission","Direct Traffic","No","0",2,1087,2,"Email Opened","Unemployed","Other Cities","Yes","Email Opened","3"
"8649","583735","Landing Page Submission","Direct Traffic","No","1",2,1019,2,"SMS Sent","Working Professional","Other Cities of Maharashtra","Yes","SMS Sent","3"
"8650","583730","Landing Page Submission","Direct Traffic","No","0",15,290,1.5,"Page Visited on Website","Unemployed","Mumbai","No","Page Visited on Website","2"
"8651","583729","Landing Page Submission","Direct Traffic","No","1",3,1128,3,"Email Opened","Working Professional","Thane & Outskirts","Yes","Email Opened","3"
"8652","583728","API","Olark Chat","No","0",0,0,0,"Olark Chat Conversation","Unemployed","Thane & Outskirts","No","Modified","0"
"8653","583723","API","Olark Chat","No","0",0,0,0,"Olark Chat Conversation","Unemployed","Thane & Outskirts","No","Modified","0"
"8654","583709","API","Olark Chat","No","0",0,0,0,"Olark Chat Conversation","Unemployed","Thane & Outskirts","No","Modified","0"
"8655","583708","API","Olark Chat","No","0",0,0,0,"Olark Chat Conversation","Unemployed","Thane & Outskirts","No","Modified","0"
"8656","583698","API","Olark Chat","No","0",0,0,0,"Email Opened","Unemployed","Other Cities of Maharashtra","No","Email Opened","0"
"8657","583694","API","Olark Chat","No","0",0,0,0,"Olark Chat Conversation","Unemployed","Thane & Outskirts","No","Modified","2"
"8658","583688","Landing Page Submission","Direct Traffic","No","0",1,40,1,"Converted to Lead","Unemployed","Mumbai","Yes","Modified","3"
"8659","583687","Landing Page Submission","Direct Traffic","No","0",4,425,2,"Email Opened","Unemployed","Mumbai","Yes","Email Opened","3"
"8660","583681","Landing Page Submission","Organic Search","No","0",12,25,6,"Page Visited on Website","Unemployed","Mumbai","Yes","Modified","3"
"8661","583666","API","Olark Chat","No","0",0,0,0,"Olark Chat Conversation","Unemployed","Thane & Outskirts","No","Modified","0"
"8662","583663","Landing Page Submission","Direct Traffic","No","0",4,301,2,"Email Opened","Unemployed","Mumbai","Yes","Modified","1"
"8663","583653","Landing Page Submission","Direct Traffic","No","1",1,216,1,"Converted to Lead","Unemployed","Mumbai","Yes","Modified","3"
"8664","583649","Landing Page Submission","Google","Yes","0",11,190,3.67,"Page Visited on Website","Unemployed","Mumbai","Yes","Modified","3"
"8665","583641","API","Google","No","0",8,33,1.6,"Email Opened","Unemployed","Mumbai","Yes","Email Opened","3"
"8666","583640","API","Google","No","0",7,859,1.75,"SMS Sent","Unemployed","Mumbai","No","SMS Sent","2"
"8667","583629","API","Google","No","0",2,23,2,"Email Opened","Unemployed","Thane & Outskirts","No","Modified","0"
"8668","583627","API","Organic Search","No","0",6,100,3,"Email Opened","Unemployed","Mumbai","No","Email Opened","2"
"8669","583622","Landing Page Submission","Direct Traffic","No","0",5,38,5,"Email Opened","Unemployed","Mumbai","Yes","Modified","3"
"8670","583616","Landing Page Submission","Direct Traffic","Yes","0",5,19,1.25,"Unsubscribed","Unemployed","Thane & Outskirts","Yes","Modified","3"
"8671","583614","API","Olark Chat","No","0",0,0,0,"Email Opened","Unemployed","Other Cities of Maharashtra","No","Email Opened","0"
"8672","583612","Landing Page Submission","Direct Traffic","No","0",3,294,1.5,"Email Opened","Unemployed","Other Cities of Maharashtra","No","Email Opened","4"
"8673","583608","API","Google","No","0",2,265,2,"Email Opened","Unemployed","Mumbai","No","Email Opened","0"
"8674","583602","Landing Page Submission","Direct Traffic","No","1",3,842,1.5,"Email Opened","Unemployed","Other Cities","Yes","Email Opened","1"
"8675","583595","Landing Page Submission","Google","No","0",3,88,3,"SMS Sent","Unemployed","Thane & Outskirts","No","SMS Sent","4"
"8676","583585","Landing Page Submission","Direct Traffic","Yes","0",2,25,2,"Page Visited on Website","Unemployed","Mumbai","Yes","Page Visited on Website","1"
"8677","583582","API","Google","No","0",4,106,4,"SMS Sent","Unemployed","Mumbai","No","SMS Sent","2"
"8678","583580","API","Organic Search","No","1",4,1074,2,"SMS Sent","Unemployed","Other Cities of Maharashtra","No","SMS Sent","2"
"8679","583576","API","Google","Yes","0",7,219,7,"Olark Chat Conversation","Unemployed","Mumbai","No","Modified","2"
"8680","583573","Landing Page Submission","Direct Traffic","No","0",6,386,6,"Email Opened","Unemployed","Mumbai","Yes","Email Opened","3"
